id,uuid,user_id,user_login,user_name,license,url,image_url,scientific_name,common_name,iconic_taxon_name,taxon_id
4545923,9976bee1-c3c7-435f-85da-3f599d34d9b7,52839,glmory,Jesse Rorabaugh,CC0,http://www.inaturalist.org/observations/4545923,https://inaturalist-open-data.s3.amazonaws.com/photos/5501360/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4628118,fe656b77-2462-4df9-bfd0-9ebeb2632984,52839,glmory,Jesse Rorabaugh,CC0,http://www.inaturalist.org/observations/4628118,https://inaturalist-open-data.s3.amazonaws.com/photos/5599178/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4772307,a8aaa154-e40a-4d30-bf51-71465661b4cd,52839,glmory,Jesse Rorabaugh,CC0,http://www.inaturalist.org/observations/4772307,https://inaturalist-open-data.s3.amazonaws.com/photos/5811355/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4848703,867c6ac9-5ac9-4bd0-ac22-2f6d6e589649,100576,artemis224,Diana Foreman,CC0,https://www.inaturalist.org/observations/4848703,https://inaturalist-open-data.s3.amazonaws.com/photos/5888720/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5036699,677af42f-d07d-490b-b7ee-a3086087c723,266296,swells,Steve Wells,CC0,https://www.inaturalist.org/observations/5036699,https://inaturalist-open-data.s3.amazonaws.com/photos/6168992/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5054559,074c6968-4cef-4b24-9b44-15352510c4c6,266296,swells,Steve Wells,CC0,https://www.inaturalist.org/observations/5054559,https://inaturalist-open-data.s3.amazonaws.com/photos/6196729/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5598005,15bb7c12-afc8-4a57-bcb3-c225c4de96f1,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/5598005,https://inaturalist-open-data.s3.amazonaws.com/photos/6915947/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5667276,3b1299c5-147e-4a72-857d-bbc3a5d2b699,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/5667276,https://inaturalist-open-data.s3.amazonaws.com/photos/7019805/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5735668,7f75c524-cb04-4bb6-8adf-58464d623275,213377,meowius,Annelisa Stephan,CC0,https://www.inaturalist.org/observations/5735668,https://inaturalist-open-data.s3.amazonaws.com/photos/7114665/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5920843,abe799c1-7d0a-40d5-940c-6e20da0d0d65,70859,siobhanleachman,Siobhan Leachman,CC0,https://www.inaturalist.org/observations/5920843,https://inaturalist-open-data.s3.amazonaws.com/photos/7387018/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5963452,d7699d79-5699-43a6-94e9-11b0934d3107,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/5963452,https://inaturalist-open-data.s3.amazonaws.com/photos/7451019/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
6586150,2cdafe20-30f3-4800-b12f-ae69e5cafcc4,100576,artemis224,Diana Foreman,CC0,https://www.inaturalist.org/observations/6586150,https://inaturalist-open-data.s3.amazonaws.com/photos/8357975/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
7267622,0ce0f343-011c-40eb-ae41-29eec460ec81,100576,artemis224,Diana Foreman,CC0,https://www.inaturalist.org/observations/7267622,https://inaturalist-open-data.s3.amazonaws.com/photos/9393310/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
7343571,4184ea12-f19e-4924-91dd-5f09aff1f97a,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/7343571,https://inaturalist-open-data.s3.amazonaws.com/photos/9517736/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
7660044,f4d51af9-f466-4ab7-bd77-6993c2055600,217900,thealetter,Thea Wang,CC0,https://www.inaturalist.org/observations/7660044,https://inaturalist-open-data.s3.amazonaws.com/photos/10026764/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
8105627,1bdfa734-aca0-4c83-9faa-44ccdf4eeb3a,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/8105627,https://inaturalist-open-data.s3.amazonaws.com/photos/10753156/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
9100049,1df5ad4c-efd7-476a-890f-7b4d125f6c0b,723907,pajeu,Kahio Tiberio Mazon,CC0,https://www.inaturalist.org/observations/9100049,https://inaturalist-open-data.s3.amazonaws.com/photos/12292588/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
9218270,31942e6a-ce81-4d70-9a94-cb8ef7b11d1e,723907,pajeu,Kahio Tiberio Mazon,CC0,https://www.inaturalist.org/observations/9218270,https://inaturalist-open-data.s3.amazonaws.com/photos/12470855/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
9632485,aa17d17f-8847-4bb0-8d3d-237408e396d4,723907,pajeu,Kahio Tiberio Mazon,CC0,https://www.inaturalist.org/observations/9632485,https://inaturalist-open-data.s3.amazonaws.com/photos/13151737/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
9915023,2b029f58-5ce4-4bf1-9eee-23b3110ef1ec,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/9915023,https://inaturalist-open-data.s3.amazonaws.com/photos/13600239/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
10039862,a1eeeefc-1122-4405-b92f-caa0abba5857,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/10039862,https://inaturalist-open-data.s3.amazonaws.com/photos/13813053/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
10279139,8be68b0b-50f7-47bd-a4a8-e9adc1399a63,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/10279139,https://inaturalist-open-data.s3.amazonaws.com/photos/14230256/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
10397274,7ef7a02d-349b-49e1-8c8e-6ddf5acc53b6,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/10397274,https://inaturalist-open-data.s3.amazonaws.com/photos/14434757/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
10822616,82f9b40c-0a25-44d1-aafb-73e676d1ff83,738948,buggybuddy,Jade Fortnash,CC0,https://www.inaturalist.org/observations/10822616,https://inaturalist-open-data.s3.amazonaws.com/photos/15162240/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
10986271,53108777-fb5e-4e13-9508-b33752cd3bbd,738948,buggybuddy,Jade Fortnash,CC0,https://www.inaturalist.org/observations/10986271,https://inaturalist-open-data.s3.amazonaws.com/photos/15474650/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
11000833,2ff00537-e7bb-4134-b59a-443947ddf286,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/11000833,https://inaturalist-open-data.s3.amazonaws.com/photos/15500798/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
11741630,2cd65436-4a80-4bcd-98c6-f1cfb461db2c,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/11741630,https://inaturalist-open-data.s3.amazonaws.com/photos/16790089/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
12665896,bf082483-364a-45a0-a04b-612006013178,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/12665896,https://inaturalist-open-data.s3.amazonaws.com/photos/18328824/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
13961342,f33db471-ba6d-481a-82fa-b5772b8bce65,738948,buggybuddy,Jade Fortnash,CC0,https://www.inaturalist.org/observations/13961342,https://inaturalist-open-data.s3.amazonaws.com/photos/20638366/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
14307434,1d45a1cf-8457-40f9-9e74-68040263e0be,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/14307434,https://inaturalist-open-data.s3.amazonaws.com/photos/21251246/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
14357602,c0009659-f342-4efe-9cb4-da07e2ad84ae,738948,buggybuddy,Jade Fortnash,CC0,https://www.inaturalist.org/observations/14357602,https://inaturalist-open-data.s3.amazonaws.com/photos/21338479/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
14767483,17362531-b931-4fcd-857b-323172f6b433,762373,calinsdad,Calinsdad,CC0,https://www.inaturalist.org/observations/14767483,https://inaturalist-open-data.s3.amazonaws.com/photos/22034351/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
14953453,cb8937e1-513e-4608-894d-98e84610af86,212707,cglamb,,CC-BY,https://www.inaturalist.org/observations/14953453,https://inaturalist-open-data.s3.amazonaws.com/photos/22306338/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
16801799,d706b092-a761-48b6-b03f-b408a5ca84d6,723907,pajeu,Kahio Tiberio Mazon,CC0,https://www.inaturalist.org/observations/16801799,https://inaturalist-open-data.s3.amazonaws.com/photos/25365187/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
17375717,f5cf9ce7-e8f3-4ff9-8a08-ed2fda549e99,1175557,jeffjackson,"",CC0,https://www.inaturalist.org/observations/17375717,https://inaturalist-open-data.s3.amazonaws.com/photos/26391563/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
17927433,46fea509-d3bd-404a-a08a-53b19a621483,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/17927433,https://inaturalist-open-data.s3.amazonaws.com/photos/27389385/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
18465018,10cfb7cb-c858-4f22-a903-730da5f3ddae,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/18465018,https://inaturalist-open-data.s3.amazonaws.com/photos/28233362/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
18767368,98f36a25-055b-4ffa-99b7-259bf431b6f7,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/18767368,https://inaturalist-open-data.s3.amazonaws.com/photos/28740982/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19421629,99ed9fbc-483f-4ca0-9a56-bc13011979d1,723907,pajeu,Kahio Tiberio Mazon,CC0,https://www.inaturalist.org/observations/19421629,https://inaturalist-open-data.s3.amazonaws.com/photos/29875469/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19864608,97fb4966-db78-48d2-b01c-722b5e787032,444470,andy71,Andy Kleinhesselink,CC0,https://www.inaturalist.org/observations/19864608,https://inaturalist-open-data.s3.amazonaws.com/photos/30629684/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19882878,27989de5-ee6a-4d2b-ba12-9fefc39ecf4b,850792,adenaarviso,Adena Arviso,CC0,https://www.inaturalist.org/observations/19882878,https://inaturalist-open-data.s3.amazonaws.com/photos/30661009/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
20308388,6501ce3b-89aa-4608-9aa1-a120e954dc8e,13405,zygy,Zygy,CC0,https://www.inaturalist.org/observations/20308388,https://inaturalist-open-data.s3.amazonaws.com/photos/31355733/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21301873,6f2f735f-cb8d-4534-af4d-72d418155f76,13405,zygy,Zygy,CC0,https://www.inaturalist.org/observations/21301873,https://inaturalist-open-data.s3.amazonaws.com/photos/32939811/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21505616,244921d6-bbf7-4e83-9683-42bc18a9d3bc,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/21505616,https://inaturalist-open-data.s3.amazonaws.com/photos/33279299/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21794582,34d1ebda-7b80-4c42-8579-2fc6617b9dd5,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/21794582,https://inaturalist-open-data.s3.amazonaws.com/photos/33758695/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21915184,5349a009-099d-468d-938e-5d881294cc3e,477,loarie,Scott Loarie,CC0,https://www.inaturalist.org/observations/21915184,https://inaturalist-open-data.s3.amazonaws.com/photos/33959306/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22733441,5ad2cff7-dfb7-48ff-81c7-0ec9a17e4465,1321085,verdeloth8,Adam Pitcher,CC0,https://www.inaturalist.org/observations/22733441,https://inaturalist-open-data.s3.amazonaws.com/photos/35228943/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24146195,3d9d0c5a-c885-4730-b0d6-9d5b28c9f915,100576,artemis224,Diana Foreman,CC0,https://www.inaturalist.org/observations/24146195,https://inaturalist-open-data.s3.amazonaws.com/photos/37340307/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24179715,7347f38e-ee5d-44a8-9790-329e5b28bdf1,100576,artemis224,Diana Foreman,CC0,https://www.inaturalist.org/observations/24179715,https://inaturalist-open-data.s3.amazonaws.com/photos/37391655/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
25096326,3d0c35a7-8613-488d-be72-e5dba2028212,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/25096326,https://inaturalist-open-data.s3.amazonaws.com/photos/38841206/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
27546059,8c04c81f-37ed-4636-9075-0da73ce22a7b,1268934,diegocarau,Diego Carús,CC0,https://www.inaturalist.org/observations/27546059,https://inaturalist-open-data.s3.amazonaws.com/photos/42870681/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28749738,a6098653-1903-4008-a4e6-807705216fbd,63000,qgroom,Quentin Groom,CC0,https://www.inaturalist.org/observations/28749738,https://inaturalist-open-data.s3.amazonaws.com/photos/44835468/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
29458764,4ff20d39-4dfc-436c-8e7c-955ac5b6acbc,212707,cglamb,,CC-BY,https://www.inaturalist.org/observations/29458764,https://inaturalist-open-data.s3.amazonaws.com/photos/45975534/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
32013763,3c81f8c0-954a-403a-8165-bfb6e0568a39,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/32013763,https://inaturalist-open-data.s3.amazonaws.com/photos/50166837/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
33319268,1ad9c6bf-ba5d-497e-8dcd-e474cefd56a5,1468993,estv,Esteban Gastélum Leyva,CC0,https://www.inaturalist.org/observations/33319268,https://inaturalist-open-data.s3.amazonaws.com/photos/52324744/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
35773919,964ad8e2-121a-4e06-b43a-4e52735714f7,2431441,fmiudo,Fernando Sessegolo,CC0,https://www.inaturalist.org/observations/35773919,https://inaturalist-open-data.s3.amazonaws.com/photos/56447315/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
35873940,3cc97c05-b8e8-4613-a159-080b9d8c5069,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/35873940,https://inaturalist-open-data.s3.amazonaws.com/photos/56625063/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
36000107,8b998d05-9173-4b14-bf98-3e9ee63397e6,1667133,martinmartin,Martin,CC-BY,https://www.inaturalist.org/observations/36000107,https://inaturalist-open-data.s3.amazonaws.com/photos/56846626/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
36072894,95ed5ba1-aa5d-42ef-896c-89b7ae9f0e70,1667133,martinmartin,Martin,CC-BY,https://www.inaturalist.org/observations/36072894,https://inaturalist-open-data.s3.amazonaws.com/photos/56974918/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
37185631,82ec2d61-5148-4033-999a-cbc4a156cc00,13405,zygy,Zygy,CC0,https://www.inaturalist.org/observations/37185631,https://inaturalist-open-data.s3.amazonaws.com/photos/58908546/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
37626034,b8edddc4-a9d0-488f-82ad-982dc9fb2e43,212707,cglamb,,CC-BY,https://www.inaturalist.org/observations/37626034,https://inaturalist-open-data.s3.amazonaws.com/photos/59682935/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
38306872,f26313e4-9183-46d0-9f59-aa4ac2c1172f,12898,davidroy,"",CC0,https://www.inaturalist.org/observations/38306872,https://inaturalist-open-data.s3.amazonaws.com/photos/60863573/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
38478009,7e7f40be-c791-4711-8638-53477b9781c8,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/38478009,https://inaturalist-open-data.s3.amazonaws.com/photos/61157910/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
38869186,88c05cec-ef06-4789-afd6-aaf51862ba41,1378,crawfordaj,Andrew J. Crawford,CC0,https://www.inaturalist.org/observations/38869186,https://inaturalist-open-data.s3.amazonaws.com/photos/61811180/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
39853219,cb0d144f-7ce4-401d-a50b-8e4f8fbeb706,1347989,lanechaffin,"",CC0,https://www.inaturalist.org/observations/39853219,https://inaturalist-open-data.s3.amazonaws.com/photos/63270412/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
40437101,f209e32d-086a-433d-b6d9-337990ce5bd2,2575676,gregban,"",CC0,https://www.inaturalist.org/observations/40437101,https://inaturalist-open-data.s3.amazonaws.com/photos/64173737/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
41148022,8862c106-7cda-4af6-9c6f-6b90e6f65804,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/41148022,https://inaturalist-open-data.s3.amazonaws.com/photos/65250798/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
41665848,df668ddd-ef86-46a7-837f-15bfd79098dc,3735,lotusmorning,lotusmorning,CC0,https://www.inaturalist.org/observations/41665848,https://inaturalist-open-data.s3.amazonaws.com/photos/66100817/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
42334360,89683ece-2804-419c-adc7-5e292c191fd6,1347989,lanechaffin,"",CC0,https://www.inaturalist.org/observations/42334360,https://inaturalist-open-data.s3.amazonaws.com/photos/67213783/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
43092052,14c98521-427a-47c5-8fd3-c23bc9f05e6b,1459469,kristen163,Kristen Francis,CC0,https://www.inaturalist.org/observations/43092052,https://inaturalist-open-data.s3.amazonaws.com/photos/68413725/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
43920088,698567cf-d451-4d33-8ea4-04e8658c32b9,2680435,mayronescarraga,Mayron Escárraga,CC0,https://www.inaturalist.org/observations/43920088,https://inaturalist-open-data.s3.amazonaws.com/photos/69648831/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
44125202,ded4207b-9ff8-4d72-b5c7-315c387b7344,104632,mortiz,Manuel Ortiz,CC0,https://www.inaturalist.org/observations/44125202,https://inaturalist-open-data.s3.amazonaws.com/photos/69961529/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
44338214,6bede0a8-d234-47c0-8aea-fc085db06b89,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/44338214,https://inaturalist-open-data.s3.amazonaws.com/photos/70295991/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
44819397,c9de6f93-210d-44b2-8e46-a49b33475d0f,2431441,fmiudo,Fernando Sessegolo,CC0,https://www.inaturalist.org/observations/44819397,https://inaturalist-open-data.s3.amazonaws.com/photos/71047660/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
45703064,914e318f-205d-4c51-8cbe-79b6b0980e18,104632,mortiz,Manuel Ortiz,CC0,https://www.inaturalist.org/observations/45703064,https://inaturalist-open-data.s3.amazonaws.com/photos/72481131/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
45945706,a1e15e24-65c0-461a-bad1-8e57f2db556f,52839,glmory,Jesse Rorabaugh,CC0,https://www.inaturalist.org/observations/45945706,https://inaturalist-open-data.s3.amazonaws.com/photos/72871571/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
46869994,2bde9e72-7fcb-4622-af0d-f613c48dee42,2932283,siguisira,Lucas Rodrigues,CC0,https://www.inaturalist.org/observations/46869994,https://inaturalist-open-data.s3.amazonaws.com/photos/192315597/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
46933839,d3ed9e13-d70b-4c38-8372-4c1d5bc7b60a,287185,a_coturnix,Adam Wachtel,CC0,https://www.inaturalist.org/observations/46933839,https://inaturalist-open-data.s3.amazonaws.com/photos/74436230/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
47352127,137a2eda-8b5f-4ae2-91be-6bfd9f22d0b3,1387579,alexandraup,AlexandraU,CC0,https://www.inaturalist.org/observations/47352127,https://inaturalist-open-data.s3.amazonaws.com/photos/75099210/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
55646117,8136a2c6-c31b-4c91-92a7-3022e145807e,1065672,ahaislip,"",CC0,https://www.inaturalist.org/observations/55646117,https://inaturalist-open-data.s3.amazonaws.com/photos/88622069/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
56598253,a3dbbc14-fb31-488b-8992-b972165aa303,939093,danieldas,Daniel Das,CC0,https://www.inaturalist.org/observations/56598253,https://inaturalist-open-data.s3.amazonaws.com/photos/90206996/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
60857303,71b39279-5b06-4589-a428-6df34d6123b4,2431441,fmiudo,Fernando Sessegolo,CC0,https://www.inaturalist.org/observations/60857303,https://inaturalist-open-data.s3.amazonaws.com/photos/97326769/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
62088268,63e07472-700a-49cc-9ba6-e16d977b4cca,1187354,djlilelle,Ellen C Lovelidge,CC0,https://www.inaturalist.org/observations/62088268,https://inaturalist-open-data.s3.amazonaws.com/photos/99434667/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
62980186,c8c2f6a4-6115-45bb-b659-13a49fe2f811,1682761,ruthgo,Ruth Gutiérrez Oliveros,CC0,https://www.inaturalist.org/observations/62980186,https://inaturalist-open-data.s3.amazonaws.com/photos/101002120/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
62985938,e4144950-d553-4041-8df3-9ac0b33caa98,3633911,kbkash,"",CC-BY-NC,https://www.inaturalist.org/observations/62985938,https://inaturalist-open-data.s3.amazonaws.com/photos/101004522/medium.jpeg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
65164368,05197476-ee5d-40ca-a60f-1a460385eae4,3848616,angelapinto,Angela Rangel,,https://www.inaturalist.org/observations/65164368,https://inaturalist-open-data.s3.amazonaws.com/photos/104843694/medium.jpg,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
