id,uuid,user_id,user_login,user_name,license,url,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1118063,b9b328e1-2331-4380-979e-86d280a2bc12,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1118063,https://inaturalist-open-data.s3.amazonaws.com/photos/1405447/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1128032,86b39584-c07e-4382-aa18-5dcc6fa7f5fd,1115,jon_sullivan,Jon Sullivan,CC-BY,http://www.inaturalist.org/observations/1128032,https://inaturalist-open-data.s3.amazonaws.com/photos/1418031/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1181080,867984eb-fef4-480b-aa88-f846e1079fe9,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1181080,https://inaturalist-open-data.s3.amazonaws.com/photos/1491338/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1346226,bba6fa62-38d1-4742-bb96-c1c3a2990a82,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1346226,https://inaturalist-open-data.s3.amazonaws.com/photos/1665437/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1381498,d35b8084-d35c-462d-8dc1-05af45d890f7,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1381498,https://inaturalist-open-data.s3.amazonaws.com/photos/1707132/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1509196,e08b2729-fb1b-4e67-aeed-54f78c550d23,5420,kjhurme,Kristiina Hurme,CC-BY,http://www.inaturalist.org/observations/1509196,https://inaturalist-open-data.s3.amazonaws.com/photos/1869621/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1648666,f4a2d2b6-457d-4f82-a59f-9f308d714c99,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1648666,https://inaturalist-open-data.s3.amazonaws.com/photos/2022582/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1658549,6075709b-d754-48be-9338-33b6a1fbf660,825,echosmama,Dutza K.,CC-BY,http://www.inaturalist.org/observations/1658549,https://inaturalist-open-data.s3.amazonaws.com/photos/2029784/medium.jpg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1700678,dfa5ea4c-8e09-4a9a-9798-f9c38cd6fefa,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1700678,https://inaturalist-open-data.s3.amazonaws.com/photos/2058995/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1715191,6f15e8b6-97e8-4b8a-9dda-831cfc3d70ff,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1715191,https://inaturalist-open-data.s3.amazonaws.com/photos/2077208/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1726989,57e98573-c4fa-4aeb-bb80-1abc53244748,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1726989,https://inaturalist-open-data.s3.amazonaws.com/photos/2092502/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1743641,f8f2dd20-bf47-4d23-abb3-f97131833fdb,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1743641,https://inaturalist-open-data.s3.amazonaws.com/photos/2114814/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1754435,ef982504-d03c-4336-a8b5-ec23ea518052,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1754435,https://inaturalist-open-data.s3.amazonaws.com/photos/2129869/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1795910,d40ab0d0-b99d-4f0a-897b-77953074498e,1115,jon_sullivan,Jon Sullivan,CC-BY,http://www.inaturalist.org/observations/1795910,https://inaturalist-open-data.s3.amazonaws.com/photos/2176373/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1795914,bdeaf7fe-4378-418a-acad-750bdf991421,1115,jon_sullivan,Jon Sullivan,CC-BY,http://www.inaturalist.org/observations/1795914,https://inaturalist-open-data.s3.amazonaws.com/photos/2176378/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1802147,f5bd30a5-e1de-4281-bf2e-cfd965d0f8b2,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/1802147,https://inaturalist-open-data.s3.amazonaws.com/photos/2183156/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1811138,9bf3d24b-1eff-4e98-853b-2a7038d33a84,1115,jon_sullivan,Jon Sullivan,CC-BY,http://www.inaturalist.org/observations/1811138,https://inaturalist-open-data.s3.amazonaws.com/photos/2196299/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
1883626,d570e16c-ed57-40d0-9d51-39205f458aa1,74842,juanrafael77,Juan Rafael Rodríguez Razgado,CC-BY,http://conabio.inaturalist.org/observations/1883626,https://inaturalist-open-data.s3.amazonaws.com/photos/2295886/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2053239,6eabbff2-a43d-43a3-8c2d-6c6d59580158,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/2053239,https://inaturalist-open-data.s3.amazonaws.com/photos/2470049/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2323217,8674bc34-bb79-4ac4-aaa6-c962cb2656c2,1,kueda,Ken-ichi Ueda,CC0,http://www.inaturalist.org/observations/2323217,https://inaturalist-open-data.s3.amazonaws.com/photos/2581175/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2335281,fbaa1b81-ef2f-46dc-afc6-b1a4a752f963,22589,sambiology,Sam Kieschnick,CC-BY,http://www.inaturalist.org/observations/2335281,https://inaturalist-open-data.s3.amazonaws.com/photos/2591494/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2341277,ed8b4939-4c8f-4d36-b73f-cf733158dceb,52839,glmory,Jesse Rorabaugh,CC-BY,http://www.inaturalist.org/observations/2341277,https://inaturalist-open-data.s3.amazonaws.com/photos/2598281/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2358921,14aa0bac-fc1a-49f8-b8ee-18c4014a3de9,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2358921,https://inaturalist-open-data.s3.amazonaws.com/photos/2623947/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2375630,60490d3e-86c0-4093-b8b1-debe6ef5aa76,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2375630,https://inaturalist-open-data.s3.amazonaws.com/photos/2646194/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2398354,90fce160-29a2-45e4-b65b-8958f203b66e,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2398354,https://inaturalist-open-data.s3.amazonaws.com/photos/2672854/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2425845,b38c1a78-57e2-4467-b0c0-ab9e793dcd1c,22589,sambiology,Sam Kieschnick,CC-BY,http://www.inaturalist.org/observations/2425845,https://inaturalist-open-data.s3.amazonaws.com/photos/2700914/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2443066,a747080f-2d60-4a30-9a35-1fc8d56a87f7,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2443066,https://inaturalist-open-data.s3.amazonaws.com/photos/2726126/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2693610,608a3e67-c000-4957-9151-8876625aa4ac,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2693610,https://inaturalist-open-data.s3.amazonaws.com/photos/3031295/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2712102,66a867ec-be0f-4932-99fa-4a9d8b9603b4,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2712102,https://inaturalist-open-data.s3.amazonaws.com/photos/3056128/medium.JPG,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2730308,ba66f46a-66be-41b1-930c-e31cb232c8f7,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2730308,https://inaturalist-open-data.s3.amazonaws.com/photos/3079921/medium.JPG,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2751710,39ada592-dfcb-4a41-ba2b-85b7b4d639d1,910,icosahedron,John Hibbard,CC-BY,http://www.inaturalist.org/observations/2751710,https://inaturalist-open-data.s3.amazonaws.com/photos/3110614/medium.JPG,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2874078,723a1f0f-5b72-4ef3-a581-fffeb895c1ee,82975,rebeccamcmanuslloyd,Rebecca McManus Lloyd,CC-BY,http://www.inaturalist.org/observations/2874078,https://inaturalist-open-data.s3.amazonaws.com/photos/3281496/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2887430,c4bbeb56-174a-4dd7-a29f-e79a8b66ccd9,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2887430,https://inaturalist-open-data.s3.amazonaws.com/photos/3300375/medium.JPG,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
2990497,979d07d2-d5a5-44e0-af2d-cb9025d7f379,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/2990497,https://inaturalist-open-data.s3.amazonaws.com/photos/3438740/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
3093709,b75ee0bc-550e-497e-a6f7-dd230467ec96,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/3093709,https://inaturalist-open-data.s3.amazonaws.com/photos/3568208/medium.JPG,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
3172176,ea3b69d7-cbe6-4e64-b609-102b500c519d,63502,aphaywood,ahaywood.geo,CC-BY,http://www.inaturalist.org/observations/3172176,https://inaturalist-open-data.s3.amazonaws.com/photos/3668597/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
3192472,86a8c7c5-249e-4433-836b-cac059329309,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/3192472,https://inaturalist-open-data.s3.amazonaws.com/photos/3695278/medium.JPG,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
3296574,fbef8342-ced7-4c99-b550-47142dc9e48a,42111,belemqueuedelapin,José Belem Hernández Díaz,CC-BY-NC,http://conabio.inaturalist.org/observations/3296574,https://inaturalist-open-data.s3.amazonaws.com/photos/3810326/medium.jpg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
3553643,7e1b3fa8-80e1-455e-9da6-a9e5fd41ba09,6333,darinjm7,Darin J McGuire,CC-BY,http://www.inaturalist.org/observations/3553643,https://inaturalist-open-data.s3.amazonaws.com/photos/4136590/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
3878235,47a03248-b84b-4f24-8452-ed13ca4d0619,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/3878235,https://inaturalist-open-data.s3.amazonaws.com/photos/4549621/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
3997398,6feb83a0-f717-4bb7-a499-0f24fa65af3a,505,dloarie,Don Loarie,CC-BY,http://www.inaturalist.org/observations/3997398,https://inaturalist-open-data.s3.amazonaws.com/photos/4720176/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4066502,9e7cb1af-2aa8-4898-8fab-5d4e5bc040b3,262841,hydrocycler,Hydrocycler (Elizabeth Dougherty),CC-BY,http://www.inaturalist.org/observations/4066502,https://inaturalist-open-data.s3.amazonaws.com/photos/4819204/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4112816,8c0037c7-4e36-4976-8a4a-531fd0c7f94d,42111,belemqueuedelapin,José Belem Hernández Díaz,CC-BY-NC,http://conabio.inaturalist.org/observations/4112816,https://inaturalist-open-data.s3.amazonaws.com/photos/4889442/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4293464,13b852d7-6f75-430a-b60d-c905e48f9627,23873,biolily,Liliana Ramírez-Freire,CC-BY,http://www.inaturalist.org/observations/4293464,https://inaturalist-open-data.s3.amazonaws.com/photos/5149606/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4369003,bf9dc0af-7c88-43e5-862e-23d09b5576bc,6333,darinjm7,Darin J McGuire,CC-BY,http://www.inaturalist.org/observations/4369003,https://inaturalist-open-data.s3.amazonaws.com/photos/5235828/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4372127,a612d0ad-f046-47e3-bd05-e82b2dbe0292,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/4372127,https://inaturalist-open-data.s3.amazonaws.com/photos/5240770/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4496094,d16f4c2a-d581-4bd7-bea7-d3e84536fd16,910,icosahedron,John Hibbard,CC-BY,http://www.inaturalist.org/observations/4496094,https://inaturalist-open-data.s3.amazonaws.com/photos/5432130/medium.jpg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4515495,6e1ed654-2183-449d-9347-a377d7eeffbd,6333,darinjm7,Darin J McGuire,CC-BY,http://www.inaturalist.org/observations/4515495,https://inaturalist-open-data.s3.amazonaws.com/photos/5464800/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4632498,faadb794-a057-4729-ac65-5521a75ab536,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/4632498,https://inaturalist-open-data.s3.amazonaws.com/photos/5605105/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4666516,c781b90e-d6c6-4354-96fd-74ff352f2654,22589,sambiology,Sam Kieschnick,CC-BY,http://www.inaturalist.org/observations/4666516,https://inaturalist-open-data.s3.amazonaws.com/photos/5651414/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4681667,691fdf09-9279-4f6b-9f43-2f9eac6cb192,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/4681667,https://inaturalist-open-data.s3.amazonaws.com/photos/5682514/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4788598,9689d182-3d90-4e68-af08-cc5cce075cc4,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/4788598,https://inaturalist-open-data.s3.amazonaws.com/photos/5835201/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4860689,b623485b-a663-43d0-ab30-b3a86006b3e5,22589,sambiology,Sam Kieschnick,CC-BY,https://www.inaturalist.org/observations/4860689,https://inaturalist-open-data.s3.amazonaws.com/photos/5902748/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4892082,4fd7c202-6560-4437-9980-6f7038290a63,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/4892082,https://inaturalist-open-data.s3.amazonaws.com/photos/5949667/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
4949217,7662be98-17c6-4de7-90fb-2f6b2c1e3671,22589,sambiology,Sam Kieschnick,CC-BY,https://www.inaturalist.org/observations/4949217,https://inaturalist-open-data.s3.amazonaws.com/photos/6036269/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5111397,e1d3433c-1026-4858-a974-ec706f3e2c4c,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/5111397,https://inaturalist-open-data.s3.amazonaws.com/photos/6285957/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5173460,9332b877-7f31-4ae6-913a-061931595c95,22589,sambiology,Sam Kieschnick,CC-BY,https://www.inaturalist.org/observations/5173460,https://inaturalist-open-data.s3.amazonaws.com/photos/6378513/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5256381,74c89455-6342-4051-a2f9-a30e36712ebd,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/5256381,https://inaturalist-open-data.s3.amazonaws.com/photos/6504493/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5286391,48d0f564-38d7-4991-ab88-97e25a713004,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/5286391,https://inaturalist-open-data.s3.amazonaws.com/photos/6537705/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5391284,385baa53-7ce3-4935-91f4-ac877dde4dc6,6333,darinjm7,Darin J McGuire,CC-BY,https://www.inaturalist.org/observations/5391284,https://inaturalist-open-data.s3.amazonaws.com/photos/6622326/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5391290,d2faa0bb-ddb9-4496-b65c-6a519996fd79,6333,darinjm7,Darin J McGuire,CC-BY,https://www.inaturalist.org/observations/5391290,https://inaturalist-open-data.s3.amazonaws.com/photos/6622380/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5591149,138a0cee-af75-44f2-a0fb-df25c471c6ec,438488,alisonnorthup,Alison Northup,CC0,https://www.inaturalist.org/observations/5591149,https://inaturalist-open-data.s3.amazonaws.com/photos/6905209/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5656415,2c9478ea-a3a4-48b8-b6ad-a3db3c8e032b,6333,darinjm7,Darin J McGuire,CC-BY,https://www.inaturalist.org/observations/5656415,https://inaturalist-open-data.s3.amazonaws.com/photos/7003062/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5771926,5e5a241c-35f1-46e3-b7be-6e4a379f4e76,444856,pepa_7,Patricia Pennington,CC-BY,https://www.inaturalist.org/observations/5771926,https://inaturalist-open-data.s3.amazonaws.com/photos/7166739/medium.jpg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5882961,b18b4f4b-7fe9-4eee-8943-e1e4fa4de97d,22589,sambiology,Sam Kieschnick,CC-BY,https://www.inaturalist.org/observations/5882961,https://inaturalist-open-data.s3.amazonaws.com/photos/7331682/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
5916908,8b035d49-9a11-4714-8429-47c7321ca8fd,63502,aphaywood,ahaywood.geo,CC-BY,https://www.inaturalist.org/observations/5916908,https://inaturalist-open-data.s3.amazonaws.com/photos/7381564/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
6007268,15508b11-ec12-4972-b2f2-24c1c8d4fcbb,19785,jeckberg,Jason Eckberg,CC-BY,https://www.inaturalist.org/observations/6007268,https://inaturalist-open-data.s3.amazonaws.com/photos/7514822/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
6053199,ceade707-1bdd-4060-9089-99f2ab82681e,24973,annikaml,Annika Lindqvist,CC-BY,https://www.inaturalist.org/observations/6053199,https://inaturalist-open-data.s3.amazonaws.com/photos/7582587/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
6174053,96fd49f8-154b-49ef-8ac7-7b8541ce9310,175009,jujurenoult,Julien Renoult,CC0,https://www.inaturalist.org/observations/6174053,https://inaturalist-open-data.s3.amazonaws.com/photos/7744265/medium.jpg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
6363300,b0280230-a933-4df5-9cc6-9f100bc68ab2,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/6363300,https://inaturalist-open-data.s3.amazonaws.com/photos/8026267/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
6673385,35378b97-7694-4d6c-be3c-edb0fa8f5d41,22589,sambiology,Sam Kieschnick,CC-BY,https://www.inaturalist.org/observations/6673385,https://inaturalist-open-data.s3.amazonaws.com/photos/8457331/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
6830217,2cd18b06-b86c-4652-aab1-1bccc29f765a,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/6830217,https://inaturalist-open-data.s3.amazonaws.com/photos/8696472/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
6866389,4086bb79-d6b7-4ef7-a097-72a4d82102ee,159364,milliebasden,Millie Basden,CC-BY,https://www.inaturalist.org/observations/6866389,https://inaturalist-open-data.s3.amazonaws.com/photos/8753066/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
7018185,f2710957-2323-4039-a3d6-f39aebc9e6a9,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,http://conabio.inaturalist.org/observations/7018185,https://inaturalist-open-data.s3.amazonaws.com/photos/8997998/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
7082026,76dce92b-764d-4b97-8d0d-6e460ad019b1,159364,milliebasden,Millie Basden,CC-BY,https://www.inaturalist.org/observations/7082026,https://inaturalist-open-data.s3.amazonaws.com/photos/9096804/medium.jpeg,Spotless Ladybird Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
